order_id,user_id,status,num_of_item,total_sale_price,created_at,traffic_source
803,21572,Shipped,1,30.71,2024-05-26 15:50:00.788930,Organic
804,10473,Complete,1,84.89,2024-05-27 00:31:52.886449,Search
805,49212,Complete,1,39.76,2024-05-27 10:26:41.077734,Search
806,15790,Returned,1,16.3,2024-05-28 03:49:46.935345,Search
807,31956,Complete,2,118.27,2024-05-28 16:51:37.322988,Search
808,23840,Returned,1,32.09,2024-05-28 19:03:21.816083,Search
809,11839,Returned,1,66.97,2024-05-28 23:51:28.644926,Display
810,27444,Complete,3,152.63,2024-05-29 04:14:31.467904,Organic
811,20704,Complete,3,125.73,2024-05-29 09:35:12.665120,Email
812,25721,Complete,1,16.77,2024-05-29 17:59:28.208347,Search
813,2155,Complete,1,20.37,2024-05-29 18:22:00.355442,Organic
814,9206,Complete,4,116.38,2024-05-30 22:38:46.460224,Organic
815,4687,Processing,3,104.93,2024-05-31 00:12:08.494307,Search
816,20593,Returned,2,77.4,2024-05-31 01:10:58.387451,Email
817,40813,Returned,2,121.48,2024-05-31 07:21:58.329733,Search
818,10023,Returned,3,86.11,2024-05-31 17:00:11.487281,Organic
819,38335,Complete,2,109.04,2024-05-31 18:59:56.349290,Email
820,21306,Complete,2,30.08,2024-05-31 22:37:01.652818,Email
821,1679,Processing,2,71.33,2024-06-01 13:58:22.433247,Search
822,19943,Complete,4,222.27,2024-06-01 21:41:47.910435,Organic
823,16295,Complete,3,88.29,2024-06-02 02:31:39.689196,Organic
824,38403,Cancelled,1,13.09,2024-06-02 17:40:42.830385,Email
825,22242,Shipped,2,92.36,2024-06-03 00:48:25.496480,Display
826,7518,Complete,2,40.78,2024-06-03 09:35:34.117344,Organic
827,11791,Processing,1,48.64,2024-06-03 18:36:04.050267,Search
828,48630,Complete,1,47.27,2024-06-04 01:45:19.503448,Organic
829,29400,Complete,2,92.7,2024-06-04 16:11:51.240469,Organic
830,34685,Complete,4,159.79,2024-06-05 09:21:43.171949,Organic
831,27593,Shipped,3,139.9,2024-06-05 17:36:45.070462,Organic
832,47653,Complete,3,145.56,2024-06-05 20:09:09.837689,Search
833,24009,Returned,1,51.52,2024-06-06 04:47:20.323786,Email
834,23687,Complete,2,78.59,2024-06-06 06:46:08.877752,Search
835,33693,Complete,2,60.24,2024-06-06 19:17:09.230126,Search
836,35717,Returned,2,18.1,2024-06-06 20:07:20.943142,Email
837,49894,Complete,1,110.95,2024-06-06 21:21:16.756223,Search
838,9565,Returned,1,70.71,2024-06-07 07:20:24.472789,Search
839,48634,Complete,1,64.72,2024-06-07 11:47:36.352463,Facebook
840,34680,Returned,4,197.43,2024-06-07 11:52:15.465174,Organic
841,32988,Complete,2,84.64,2024-06-08 13:22:27.264936,Display
842,25284,Returned,1,34.9,2024-06-10 06:28:54.173738,Email
843,30941,Complete,2,114.92,2024-06-10 13:27:55.504566,Search
844,13490,Shipped,2,77.98,2024-06-10 20:25:39.858199,Organic
845,45298,Cancelled,1,14.84,2024-06-12 20:22:07.030777,Organic
846,26827,Shipped,2,113.75,2024-06-13 04:47:09.010865,Organic
847,17051,Complete,1,24.14,2024-06-13 05:44:06.021701,Facebook
848,38383,Shipped,1,35.15,2024-06-14 08:36:19.138839,Email
849,30563,Returned,3,111.76,2024-06-14 15:21:33.291161,Organic
850,37367,Complete,1,23.81,2024-06-15 18:16:37.966019,Search
851,28936,Returned,2,42.68,2024-06-15 19:12:05.532599,Organic
852,25558,Shipped,1,16.61,2024-06-16 02:44:10.734761,Search
853,32011,Complete,2,98.13,2024-06-16 05:12:35.046910,Organic
854,27722,Shipped,1,49.67,2024-06-16 10:14:57.016029,Organic
855,32073,Shipped,1,80.78,2024-06-17 01:50:26.988799,Organic
856,12243,Processing,1,48.4,2024-06-17 06:42:00.071245,Organic
857,12123,Complete,1,25.48,2024-06-17 09:16:49.419833,Search
858,14519,Complete,2,35.41,2024-06-19 05:25:22.322742,Search
859,48838,Complete,1,31.68,2024-06-19 09:09:23.624383,Organic
860,18474,Complete,1,25.21,2024-06-19 11:07:19.030631,Email
861,49832,Complete,1,14.28,2024-06-19 15:48:00.572520,Facebook
862,26381,Complete,1,113.25,2024-06-20 14:54:06.400865,Facebook
863,47432,Complete,2,62.27,2024-06-21 08:09:32.026044,Search
864,42414,Processing,2,92.6,2024-06-21 18:26:49.760186,Search
865,25411,Complete,1,20.83,2024-06-22 00:56:18.180985,Facebook
866,38992,Shipped,1,39.32,2024-06-22 16:58:06.766840,Organic
867,26173,Complete,2,71.31,2024-06-22 23:39:15.754341,Facebook
868,15967,Returned,2,51.96,2024-06-23 04:22:42.681951,Organic
869,20661,Complete,1,24.48,2024-06-23 08:25:14.212803,Organic
870,32810,Returned,2,138.12,2024-06-23 15:22:35.747755,Organic
871,36403,Complete,3,184.05,2024-06-23 16:44:12.031007,Search
872,24922,Complete,2,54.57,2024-06-24 02:29:11.193622,Facebook
873,23719,Shipped,1,92.57,2024-06-24 19:44:37.341013,Organic
874,33201,Complete,1,62.15,2024-06-25 00:34:23.423240,Search
875,46553,Complete,2,133.11,2024-06-25 12:55:09.541178,Search
876,22006,Complete,1,40.43,2024-06-25 18:25:33.913597,Search
877,25861,Complete,1,41.52,2024-06-25 21:05:10.178412,Organic
878,43620,Complete,1,78.2,2024-06-26 02:01:50.594536,Display
879,8017,Complete,1,62.99,2024-06-26 02:11:13.229749,Search
880,46417,Complete,3,103.44,2024-06-26 08:41:11.069951,Organic
881,49888,Shipped,2,47.39,2024-06-26 22:45:39.969900,Email
882,29229,Complete,2,51.29,2024-06-26 23:57:17.161874,Facebook
883,9493,Complete,2,56.03,2024-06-27 03:30:30.623528,Organic
884,43628,Complete,1,68.22,2024-06-27 07:09:34.685759,Search
885,4820,Complete,1,33.4,2024-06-27 18:02:30.668280,Organic
886,29245,Complete,1,44.59,2024-06-28 15:24:52.460094,Organic
887,27966,Shipped,1,28.85,2024-06-29 04:32:17.095086,Search
888,46213,Complete,3,146.64,2024-06-29 05:35:51.493737,Search
889,30913,Complete,2,97.38,2024-06-29 05:56:43.446609,Facebook
890,15659,Processing,1,24.91,2024-06-29 11:15:35.842260,Search
891,47649,Complete,2,46.96,2024-06-29 22:16:56.285006,Organic
892,22778,Complete,2,89.13,2024-06-30 20:54:12.464971,Organic
893,28018,Complete,1,23.62,2024-07-01 05:31:27.622172,Facebook
894,2478,Returned,3,38.35,2024-07-01 06:42:26.183173,Organic
895,13259,Complete,3,100.57,2024-07-01 19:09:56.546450,Facebook
896,21881,Shipped,3,72.05,2024-07-02 03:39:49.644984,Organic
897,43917,Complete,4,79.93,2024-07-02 05:09:26.763818,Email
898,10704,Returned,1,31.64,2024-07-02 07:31:45.087651,Facebook
899,39196,Complete,1,24.79,2024-07-03 01:36:18.514468,Organic
900,21396,Processing,2,59.56,2024-07-03 04:45:55.092833,Email
901,31775,Complete,2,89.02,2024-07-03 09:29:38.390618,Email
902,49173,Complete,1,99.3,2024-07-03 21:54:09.701527,Search
903,37484,Returned,2,144.31,2024-07-04 10:09:14.891725,Email
904,12609,Returned,2,37.24,2024-07-04 23:21:17.875931,Organic
905,40335,Complete,1,22.39,2024-07-05 15:45:47.631972,Display
906,8231,Complete,3,59.69,2024-07-05 17:03:51.483302,Search
907,29678,Complete,1,35.49,2024-07-06 11:38:05.759878,Email
908,28483,Complete,2,83.29,2024-07-07 11:54:59.945725,Display
909,18138,Complete,3,157.48,2024-07-07 12:17:03.204313,Search
910,32742,Returned,1,19.04,2024-07-08 15:44:52.129843,Search
911,36676,Returned,2,93.07,2024-07-08 20:55:24.272502,Organic
912,45881,Complete,2,31.49,2024-07-09 05:32:26.963513,Organic
913,15069,Shipped,1,14.16,2024-07-09 07:36:06.681913,Email
914,25415,Complete,1,38.25,2024-07-09 19:34:23.573242,Search
915,48514,Complete,2,153.04,2024-07-10 19:27:08.271649,Organic
916,42330,Complete,2,90.34,2024-07-11 05:20:23.045897,Facebook
917,46112,Complete,1,70.79,2024-07-11 20:33:14.976574,Email
918,31956,Complete,1,14.5,2024-07-12 07:32:55.626187,Search
919,25401,Shipped,1,96.52,2024-07-12 09:31:58.145053,Search
920,6508,Complete,1,44.16,2024-07-12 16:58:20.379155,Email
921,13453,Returned,2,39.64,2024-07-12 20:36:11.722483,Email
922,6831,Returned,3,117.73,2024-07-13 07:11:27.018812,Organic
923,25132,Complete,1,76.61,2024-07-13 08:39:04.367154,Display
924,24040,Cancelled,3,90.49,2024-07-14 13:42:20.174437,Organic
925,38264,Complete,1,39.8,2024-07-15 04:47:40.344396,Organic
926,1391,Complete,3,74.85,2024-07-15 07:52:33.234384,Search
927,29787,Complete,4,142.35,2024-07-15 10:25:00.995881,Organic
928,30571,Complete,3,136.12,2024-07-15 12:20:32.360933,Organic
929,11211,Complete,2,121.7,2024-07-15 16:38:19.455234,Organic
930,43103,Complete,3,83.13,2024-07-16 00:45:34.173302,Email
931,5953,Processing,1,16.87,2024-07-16 21:12:21.128174,Email
932,14501,Processing,1,48.51,2024-07-17 15:21:22.850436,Search
933,42464,Processing,3,173.76,2024-07-17 18:34:25.149753,Organic
934,22518,Complete,3,127.76,2024-07-17 22:33:24.377436,Facebook
935,29075,Complete,1,58.82,2024-07-17 23:54:05.507520,Email
936,47116,Complete,1,54.49,2024-07-18 01:45:06.266578,Organic
937,39156,Complete,1,51.3,2024-07-18 01:58:59.950226,Email
938,27202,Shipped,1,86.4,2024-07-18 03:21:08.971070,Search
939,7645,Returned,1,31.88,2024-07-18 19:22:54.449395,Display
940,28691,Complete,2,49.94,2024-07-19 08:21:58.263438,Display
941,31640,Complete,1,14.02,2024-07-19 11:04:45.244901,Email
942,37874,Complete,2,106.48,2024-07-19 23:26:59.062038,Email
943,22508,Processing,1,35.19,2024-07-20 18:22:14.785852,Search
944,7738,Shipped,1,34.16,2024-07-21 01:18:50.479676,Organic
945,33049,Cancelled,3,107.82,2024-07-21 06:10:00.552974,Organic
946,35388,Returned,3,82.06,2024-07-21 08:47:20.518914,Facebook
947,35506,Returned,1,13.0,2024-07-21 20:11:31.507793,Search
948,1187,Returned,3,105.84,2024-07-22 00:43:14.167705,Organic
949,6371,Shipped,3,147.35,2024-07-22 07:59:27.695844,Organic
950,15854,Shipped,1,21.64,2024-07-22 14:42:26.349412,Email
951,8011,Complete,2,52.27,2024-07-23 04:12:24.235568,Email
952,30301,Complete,4,138.96,2024-07-23 15:10:27.424533,Organic
953,7950,Returned,1,58.06,2024-07-23 18:44:36.798871,Organic
954,7708,Cancelled,4,164.25,2024-07-24 09:09:26.798109,Organic
955,10266,Returned,1,47.99,2024-07-24 10:24:00.544203,Search
956,42032,Complete,1,62.43,2024-07-24 11:39:32.004908,Organic
957,4662,Returned,2,49.97,2024-07-24 12:34:24.176958,Email
958,9748,Complete,1,47.28,2024-07-24 12:46:05.774665,Search
959,36343,Complete,2,34.35,2024-07-25 13:48:40.865605,Email
960,33798,Shipped,2,116.98,2024-07-25 15:48:57.208560,Email
961,25284,Complete,1,53.86,2024-07-25 16:30:14.936041,Email
962,24257,Complete,1,13.88,2024-07-26 02:33:49.680814,Email
963,1997,Complete,1,27.57,2024-07-26 08:37:22.744078,Search
964,24914,Complete,2,77.12,2024-07-26 10:00:18.002081,Organic
965,2385,Complete,1,11.74,2024-07-26 11:28:47.593275,Email
966,30379,Complete,2,186.0,2024-07-26 12:38:21.585939,Email
967,1039,Complete,2,83.58,2024-07-26 16:53:43.528530,Search
968,30764,Complete,2,144.69,2024-07-26 17:35:26.507393,Organic
969,36903,Shipped,2,68.41,2024-07-26 17:48:15.893371,Organic
970,34757,Cancelled,1,114.91,2024-07-26 18:15:03.282783,Organic
971,5069,Complete,3,91.78,2024-07-26 20:29:37.028902,Email
972,224,Returned,1,77.19,2024-07-27 02:08:49.444454,Email
973,1071,Complete,1,9.29,2024-07-27 07:01:43.845061,Search
974,47323,Shipped,2,88.04,2024-07-28 00:06:24.346080,Search
975,23784,Complete,1,26.54,2024-07-28 01:15:06.208734,Email
976,3908,Complete,2,56.53,2024-07-28 16:24:39.580475,Organic
977,3137,Shipped,1,51.93,2024-07-28 16:46:07.536468,Email
978,23157,Complete,1,60.11,2024-07-29 08:12:59.490567,Email
979,24112,Complete,4,150.73,2024-07-29 19:09:47.326093,Facebook
980,1401,Processing,2,46.24,2024-07-29 22:02:02.522770,Email
981,25062,Shipped,1,166.93,2024-07-30 00:26:04.377463,Facebook
982,25996,Shipped,2,73.31,2024-07-30 06:22:12.662495,Organic
983,4756,Complete,1,20.94,2024-07-30 06:30:18.462666,Search
984,46272,Complete,4,80.68,2024-07-30 12:26:07.361609,Organic
985,34949,Complete,1,30.58,2024-07-30 14:25:35.443372,Search
986,9740,Complete,1,91.14,2024-07-30 18:23:53.278954,Facebook
987,10241,Returned,3,96.72,2024-07-31 00:24:33.413143,Facebook
988,24887,Complete,4,162.93,2024-07-31 01:38:30.463668,Search
989,36604,Complete,3,146.98,2024-07-31 06:19:48.857194,Search
990,33410,Complete,1,11.2,2024-07-31 17:51:15.038365,Search
991,25663,Complete,1,39.96,2024-08-01 00:37:06.470358,Display
992,15824,Returned,1,25.86,2024-08-03 16:31:59.744648,Organic
993,32715,Complete,1,31.37,2024-08-04 00:01:06.836298,Organic
994,130,Complete,1,39.03,2024-08-04 00:38:57.275349,Search
995,24783,Shipped,2,54.38,2024-08-04 02:54:19.081157,Email
996,1671,Complete,2,139.67,2024-08-04 16:25:21.340154,Search
997,3897,Returned,1,45.06,2024-08-04 22:47:04.679562,Email
998,44570,Returned,1,20.44,2024-08-05 02:11:36.491563,Organic
999,42375,Returned,1,25.55,2024-08-05 03:52:10.621095,Email
1000,42574,Complete,1,16.41,2024-08-05 04:22:37.742463,Search
1001,2398,Complete,3,84.72,2024-08-05 06:41:41.470967,Organic
1002,22901,Complete,1,85.69,2024-08-05 06:55:15.949168,Email
1003,13127,Cancelled,1,34.18,2024-08-05 10:28:36.819368,Email
1004,4011,Complete,3,91.77,2024-08-05 23:01:19.444117,Search
1005,35192,Returned,2,67.77,2024-08-06 01:42:27.981967,Search
1006,49467,Complete,1,47.26,2024-08-06 05:14:54.499404,Email
1007,43520,Complete,1,44.59,2024-08-06 06:11:39.207004,Organic
1008,24296,Complete,2,109.57,2024-08-06 10:26:56.827046,Organic
1009,592,Shipped,4,164.79,2024-08-06 15:51:09.631950,Email
1010,15096,Returned,1,57.95,2024-08-06 18:09:08.233823,Organic
1011,45817,Complete,2,70.31,2024-08-07 02:55:38.522320,Organic
1012,953,Complete,1,24.53,2024-08-07 06:26:34.346313,Organic
1013,3105,Returned,2,75.37,2024-08-07 14:50:47.701520,Search
1014,14227,Complete,1,23.59,2024-08-07 19:23:43.788852,Email
1015,44229,Complete,2,126.25,2024-08-07 22:20:32.810408,Organic
1016,13753,Complete,1,42.0,2024-08-07 23:34:59.362138,Organic
1017,29751,Complete,1,21.08,2024-08-08 05:30:04.605029,Organic
1018,46275,Complete,3,202.87,2024-08-09 06:35:08.910380,Display
1019,968,Complete,2,94.75,2024-08-10 02:12:38.373775,Organic
1020,23075,Complete,1,40.08,2024-08-10 03:32:39.270081,Search
1021,19349,Complete,1,17.29,2024-08-10 21:16:04.171495,Email
1022,21892,Cancelled,2,117.39,2024-08-11 03:28:42.596054,Search
1023,14528,Complete,2,52.64,2024-08-11 13:11:04.532071,Search
1024,33215,Complete,2,41.7,2024-08-11 18:47:54.657540,Facebook
1025,27609,Complete,1,53.98,2024-08-12 03:38:15.707010,Email
1026,11467,Shipped,3,61.46,2024-08-12 23:29:10.586453,Organic
1027,28986,Complete,1,47.79,2024-08-13 01:21:25.946180,Email
1028,27657,Returned,1,50.69,2024-08-14 06:27:08.731372,Facebook
1029,33013,Complete,1,21.66,2024-08-14 06:38:03.014585,Organic
1030,31374,Complete,1,63.6,2024-08-14 16:02:30.833574,Organic
1031,11133,Complete,1,16.68,2024-08-14 18:37:18.086236,Search
1032,43036,Complete,2,99.87,2024-08-14 23:03:25.646685,Organic
1033,31700,Complete,1,42.76,2024-08-15 20:26:42.225169,Organic
1034,47474,Complete,2,51.4,2024-08-15 22:48:59.019574,Email
1035,2963,Complete,1,58.0,2024-08-16 06:13:51.874241,Organic
1036,39831,Complete,1,174.98,2024-08-16 10:34:21.037664,Organic
1037,17335,Complete,2,35.01,2024-08-16 10:58:06.793430,Organic
1038,14724,Complete,3,101.4,2024-08-16 12:33:46.563074,Email
1039,2982,Complete,3,96.02,2024-08-16 21:03:45.799513,Email
1040,10275,Complete,1,9.18,2024-08-17 00:39:04.432778,Email
1041,41587,Shipped,1,32.8,2024-08-17 02:29:49.364676,Organic
1042,12594,Complete,2,64.61,2024-08-17 21:31:46.858090,Email
1043,43365,Complete,1,33.67,2024-08-18 10:19:24.583845,Search
1044,48728,Processing,1,18.85,2024-08-18 16:16:10.630462,Display
1045,10504,Processing,1,35.3,2024-08-19 07:27:01.717554,Organic
1046,21204,Complete,2,118.25,2024-08-19 09:14:32.830998,Organic
1047,8130,Complete,2,77.62,2024-08-19 14:18:56.549725,Email
1048,26827,Complete,1,10.25,2024-08-19 21:33:34.101389,Organic
1049,22459,Complete,1,40.21,2024-08-20 05:47:17.151524,Organic
1050,21027,Complete,1,63.7,2024-08-20 14:46:15.200993,Organic
1051,26328,Returned,1,13.07,2024-08-20 17:30:06.737695,Search
1052,36628,Returned,1,32.04,2024-08-20 21:45:19.110412,Organic
1053,40116,Returned,3,110.47,2024-08-21 02:48:29.119611,Organic
1054,34265,Shipped,1,35.0,2024-08-21 04:50:24.612503,Search
1055,21351,Complete,2,118.29,2024-08-21 16:42:13.947062,Organic
1056,16890,Complete,1,59.83,2024-08-21 19:10:25.918479,Search
1057,13104,Processing,1,23.35,2024-08-22 11:09:35.601860,Search
1058,2507,Cancelled,3,151.13,2024-08-24 02:03:17.644426,Facebook
1059,18604,Complete,1,100.22,2024-08-24 08:56:42.367168,Facebook
1060,30463,Shipped,3,192.08,2024-08-24 22:20:31.407977,Display
1061,4821,Complete,1,93.16,2024-08-25 15:26:01.501209,Organic
1062,43908,Cancelled,3,86.0,2024-08-25 18:11:18.472867,Organic
1063,44677,Complete,3,122.62,2024-08-25 23:40:02.697174,Organic
1064,10097,Cancelled,1,48.88,2024-08-27 11:09:19.834595,Organic
1065,40138,Complete,1,32.18,2024-08-27 15:31:44.132454,Search
1066,3259,Cancelled,2,122.91,2024-08-27 17:26:19.348235,Organic
1067,947,Complete,1,57.07,2024-08-28 18:36:57.133737,Organic
1068,14618,Complete,1,53.09,2024-08-29 20:57:43.711217,Email
1069,31497,Complete,1,17.44,2024-08-30 09:16:24.792419,Organic
1070,11550,Shipped,1,56.43,2024-08-30 10:05:26.206565,Email
1071,4262,Returned,1,34.64,2024-08-30 15:15:28.571922,Email
1072,5806,Shipped,3,153.23,2024-08-30 23:13:52.188943,Search
1073,26890,Complete,3,95.24,2024-08-31 08:22:35.467483,Email
1074,15732,Complete,2,120.44,2024-08-31 15:52:53.132626,Email
1075,13623,Cancelled,1,30.49,2024-08-31 16:05:12.930152,Facebook
1076,30559,Returned,1,92.69,2024-09-01 12:19:05.285859,Organic
1077,7376,Complete,2,83.57,2024-09-01 14:27:46.325681,Email
1078,24406,Complete,1,50.97,2024-09-01 21:10:34.344052,Email
1079,10681,Complete,1,16.42,2024-09-02 05:13:23.172974,Facebook
1080,43020,Processing,3,140.2,2024-09-02 19:54:23.250390,Search
1081,45861,Complete,3,91.41,2024-09-02 23:22:26.070636,Organic
1082,7652,Complete,1,14.63,2024-09-03 14:22:22.866265,Display
1083,12876,Shipped,1,38.46,2024-09-04 02:57:16.711267,Email
1084,27787,Complete,2,56.3,2024-09-04 03:48:20.744361,Organic
1085,4556,Complete,1,28.85,2024-09-04 06:26:54.227341,Search
1086,41891,Complete,1,14.59,2024-09-04 10:53:18.460524,Email
1087,44893,Complete,1,49.92,2024-09-04 12:45:12.579263,Search
1088,39291,Processing,2,46.43,2024-09-04 14:45:04.131138,Email
1089,46690,Complete,4,268.59,2024-09-04 23:26:08.009043,Search
1090,46547,Complete,3,77.72,2024-09-05 11:35:55.560081,Search
1091,31374,Complete,4,202.64,2024-09-05 16:10:32.172519,Organic
1092,40316,Complete,1,24.28,2024-09-05 16:53:26.292315,Email
1093,15619,Complete,1,16.77,2024-09-05 17:46:29.726609,Email
1094,10154,Shipped,1,56.29,2024-09-05 20:14:30.558000,Organic
1095,46382,Complete,2,80.53,2024-09-06 02:02:15.401081,Email
1096,12101,Cancelled,3,91.19,2024-09-06 06:51:20.631042,Organic
1097,11460,Complete,1,58.82,2024-09-06 06:52:14.784426,Search
1098,44474,Cancelled,1,114.11,2024-09-07 05:12:43.153379,Email
1099,603,Processing,3,136.75,2024-09-07 20:00:32.645593,Search
1100,29222,Complete,1,34.11,2024-09-08 01:45:18.403507,Search
1101,32762,Returned,2,69.36,2024-09-08 14:53:29.028053,Search
1102,46837,Complete,1,26.72,2024-09-08 15:16:49.649150,Organic
1103,46724,Complete,4,239.78,2024-09-09 01:03:14.334985,Email
1104,34759,Complete,3,141.93,2024-09-09 05:56:47.755997,Email
1105,5777,Returned,1,29.42,2024-09-09 08:09:25.813076,Facebook
1106,35311,Complete,1,75.89,2024-09-10 04:30:47.837919,Search
1107,28990,Cancelled,1,24.99,2024-09-10 06:47:48.299543,Organic
1108,27215,Complete,2,102.35,2024-09-10 12:45:14.262065,Organic
1109,41237,Processing,1,46.75,2024-09-10 18:50:16.340226,Email
1110,47598,Processing,1,55.11,2024-09-11 08:39:10.286504,Organic
1111,32567,Complete,1,59.81,2024-09-11 12:43:51.931364,Organic
1112,23018,Shipped,1,37.52,2024-09-12 14:47:20.956187,Email
1113,31443,Complete,2,34.46,2024-09-12 15:54:39.965730,Email
1114,21886,Returned,1,103.49,2024-09-12 16:08:08.195339,Organic
1115,22360,Processing,1,34.63,2024-09-12 17:07:54.207273,Organic
1116,5392,Complete,1,23.02,2024-09-12 21:16:05.787541,Search
1117,40463,Cancelled,1,42.09,2024-09-12 23:09:39.182722,Email
1118,14212,Shipped,2,55.65,2024-09-13 01:01:35.851728,Organic
1119,30562,Complete,1,15.06,2024-09-13 02:01:32.055183,Search
1120,10473,Complete,2,84.42,2024-09-14 01:38:40.447374,Search
1121,1568,Complete,1,12.16,2024-09-14 03:59:22.908245,Organic
1122,35496,Complete,1,31.06,2024-09-14 04:12:32.141768,Organic
1123,42208,Complete,1,38.78,2024-09-14 06:32:02.745622,Search
1124,43426,Complete,1,34.35,2024-09-14 09:55:14.649088,Organic
1125,29809,Complete,1,98.38,2024-09-14 11:17:04.928601,Email
1126,6918,Shipped,1,56.9,2024-09-14 11:28:19.768424,Organic
1127,48682,Complete,1,81.26,2024-09-14 19:35:38.971853,Email
1128,35748,Shipped,1,54.16,2024-09-14 20:44:28.149404,Email
1129,30625,Complete,2,28.71,2024-09-14 21:49:23.760838,Organic
1130,17581,Complete,1,16.1,2024-09-15 00:29:49.273147,Facebook
1131,45686,Cancelled,3,122.14,2024-09-15 04:31:56.571895,Email
1132,18188,Processing,4,164.97,2024-09-15 08:25:30.810181,Email
1133,38980,Complete,3,99.02,2024-09-15 22:03:33.095439,Search
1134,25040,Complete,1,24.67,2024-09-16 08:25:39.687113,Organic
1135,38381,Returned,1,30.85,2024-09-16 11:43:17.950957,Facebook
1136,35867,Complete,3,146.44,2024-09-16 14:25:27.933619,Email
1137,49405,Returned,1,48.32,2024-09-16 20:54:04.595064,Search
1138,17243,Returned,3,140.68,2024-09-17 17:34:06.817185,Search
1139,39265,Complete,1,60.58,2024-09-17 19:37:13.702623,Organic
1140,39191,Complete,2,90.7,2024-09-17 20:26:12.523629,Search
1141,2412,Complete,2,43.88,2024-09-17 21:27:18.043921,Organic
1142,28984,Complete,1,52.58,2024-09-18 07:05:19.691801,Email
1143,44935,Returned,2,72.21,2024-09-18 07:53:44.819882,Facebook
1144,49712,Complete,3,142.02,2024-09-18 12:15:07.682006,Organic
1145,1553,Complete,2,153.11,2024-09-19 02:33:05.397289,Organic
1146,13994,Complete,2,194.33,2024-09-19 11:50:46.414027,Search
1147,12832,Cancelled,1,10.97,2024-09-19 13:58:21.931944,Email
1148,20411,Complete,4,110.88,2024-09-20 05:21:24.637774,Facebook
1149,41490,Processing,3,160.19,2024-09-20 08:43:38.648177,Organic
1150,12727,Complete,1,17.21,2024-09-20 12:23:06.167085,Email
1151,42515,Processing,3,125.94,2024-09-21 00:25:54.054258,Facebook
1152,3148,Processing,1,101.88,2024-09-21 04:02:50.836329,Organic
1153,44238,Shipped,4,204.73,2024-09-21 04:13:34.671373,Organic
1154,2411,Complete,1,65.65,2024-09-21 06:41:49.877691,Organic
1155,37123,Complete,3,133.67,2024-09-21 20:04:34.429077,Search
1156,33750,Complete,1,53.63,2024-09-21 20:51:58.068304,Search
1157,38373,Shipped,1,32.31,2024-09-22 03:42:30.634777,Organic
1158,37216,Complete,2,75.39,2024-09-22 15:02:01.694013,Organic
1159,26266,Shipped,2,111.67,2024-09-22 16:12:47.126199,Search
1160,11282,Processing,1,29.32,2024-09-23 03:45:53.351644,Search
1161,16337,Complete,1,22.71,2024-09-23 08:28:00.928825,Search
1162,22905,Returned,1,34.59,2024-09-23 18:10:23.866841,Organic
1163,49136,Processing,3,87.33,2024-09-23 21:50:34.370783,Facebook
1164,8232,Complete,1,16.44,2024-09-24 00:01:24.592025,Organic
1165,44380,Returned,1,27.46,2024-09-24 01:08:25.891916,Organic
1166,22472,Complete,1,29.16,2024-09-24 03:49:57.333120,Email
1167,17061,Complete,2,41.28,2024-09-24 10:58:00.950975,Search
1168,30269,Complete,2,112.83,2024-09-24 16:35:17.614057,Email
1169,8713,Returned,1,13.98,2024-09-25 00:44:43.219132,Search
1170,23382,Processing,2,150.54,2024-09-25 03:09:57.129381,Display
1171,14360,Returned,1,64.96,2024-09-25 11:44:00.030674,Email
1172,12632,Complete,1,12.79,2024-09-25 13:20:23.460055,Organic
1173,4779,Complete,3,148.95,2024-09-25 20:39:35.586008,Search
1174,43805,Complete,1,23.87,2024-09-26 06:50:35.897383,Email
1175,47501,Shipped,1,70.13,2024-09-26 07:42:00.756862,Organic
1176,3418,Returned,1,142.8,2024-09-26 07:47:33.362506,Organic
1177,36785,Complete,1,29.28,2024-09-26 18:00:02.016094,Email
1178,19411,Complete,1,38.66,2024-09-26 20:08:55.129248,Organic
1179,21609,Shipped,1,24.81,2024-09-27 00:38:19.491798,Organic
1180,4486,Returned,2,41.1,2024-09-27 08:05:13.017525,Search
1181,13886,Shipped,2,84.15,2024-09-27 18:10:14.302124,Organic
1182,25914,Returned,1,73.42,2024-09-27 20:50:35.867510,Email
1183,42892,Cancelled,2,76.42,2024-09-29 03:46:06.402101,Organic
1184,18235,Complete,2,51.03,2024-09-29 08:51:12.452894,Organic
1185,44321,Complete,2,103.09,2024-09-29 08:54:08.839257,Search
1186,16584,Returned,1,19.19,2024-09-29 15:39:38.093653,Search
1187,26299,Complete,1,28.35,2024-09-29 15:54:14.142706,Facebook
1188,9795,Returned,1,18.65,2024-09-29 16:04:00.387526,Search
1189,956,Complete,1,31.52,2024-09-29 17:27:11.022662,Organic
1190,37953,Cancelled,1,26.99,2024-09-29 20:31:41.284544,Email
1191,2135,Complete,1,108.2,2024-09-29 23:02:27.680754,Search
1192,12239,Complete,1,18.28,2024-09-30 01:41:03.866581,Search
1193,30962,Complete,1,68.95,2024-09-30 05:09:47.299717,Facebook
1194,32698,Complete,2,82.43,2024-09-30 05:32:41.740953,Search
1195,21520,Complete,2,52.74,2024-09-30 10:13:28.124137,Display
1196,31389,Returned,3,110.81,2024-09-30 15:04:02.268032,Organic
1197,13011,Complete,4,307.33,2024-09-30 15:36:19.309351,Organic
1198,45556,Cancelled,1,23.09,2024-10-01 04:12:33.304071,Search
